Ride_Comfort_Index,latitude,longitude
3.543477256624966,-7.56853294,110.87451935
4.4364310651684065,-7.56853199,110.87451935
5.153508953733195,-7.56852865,110.87451935
4.3426206551682895,-7.56852722,110.87451935
4.06703464425183,-7.56852484,110.87451935
3.3926557695835022,-7.56852341,110.87451935
4.559506229093087,-7.56852341,110.87451935
4.935983776739389,-7.5685215,110.87453461
5.322625894224939,-7.5685215,110.87453461
3.7148046564809993,-7.56852102,110.87453461
3.413817697262365,-7.56852007,110.87453461
4.443881423758926,-7.56851912,110.87453461
5.428154355116672,-7.56851816,110.87453461
4.500673241924158,-7.56851768,110.87453461
3.7105597671331445,-7.56851673,110.87453461
3.6213460484006195,-7.56851578,110.87453461
4.403421150851697,-7.5685153,110.87453461
5.108827463859705,-7.56851435,110.87451935
4.63588070270335,-7.56851435,110.87451935
3.6971884854828323,-7.56851435,110.87451935
3.8003862516077955,-7.56851435,110.87451935
4.366987309139551,-7.56851339,110.87451935
5.105547135517405,-7.56851339,110.87451935
4.802111582424849,-7.56851339,110.87451935
4.082102020981793,-7.56851435,110.87451935
3.4352579558478045,-7.5685153,110.87451935
4.829648439392691,-7.5685153,110.87453461
4.837269650120185,-7.56851578,110.87453461
4.448582878990666,-7.56851673,110.87453461
3.439027263870974,-7.56851673,110.87453461
3.7993359155940807,-7.56851768,110.87454987
4.318028535302535,-7.56851816,110.87454987
5.1711304556728015,-7.56851816,110.87454987
4.935089773345224,-7.56851816,110.87454987
4.480284144408793,-7.56851912,110.87454987
4.119170548402497,-7.56851912,110.87454987
4.77101766689061,-7.56851912,110.87454987
5.054816754380908,-7.56852007,110.87454987
5.5855851664318115,-7.56852102,110.8745575
5.9055370117807655,-7.56852102,110.8745575
4.73231539266049,-7.5685215,110.8745575
4.261163470651248,-7.5685215,110.8745575
3.568848431539932,-7.5685215,110.8745575
3.4496963223226116,-7.5685215,110.8745575
4.746238962742869,-7.5685215,110.8745575
5.290265207415429,-7.56852102,110.8745575
5.737456218868422,-7.56852102,110.8745575
5.559045448236826,-7.56852102,110.8745575
5.1411680472246655,-7.56852102,110.8745575
4.02329307679911,-7.56852102,110.8745575
3.611760970283037,-7.56852102,110.8745575
3.5033440555075677,-7.56852102,110.8745575
4.039239931049757,-7.5685215,110.8745575
4.7726869316155405,-7.5685215,110.8745575
5.198298858687828,-7.56852245,110.8745575
5.928789474632243,-7.56852341,110.8745575
5.113272571808243,-7.56852388,110.8745575
3.8471612190273943,-7.56852388,110.8745575
3.4996749095074486,-7.56852484,110.8745575
3.7399244126610864,-7.56852484,110.8745575
4.6257155616218855,-7.56852484,110.8745575
4.852334258497736,-7.56852484,110.8745575
4.385202865400875,-7.56852484,110.8745575
5.136677023356761,-7.56852579,110.8745575
5.25157462085169,-7.56852579,110.8745575
5.809280315598142,-7.56852579,110.8745575
5.117089677575244,-7.56852579,110.8745575
4.802674376450701,-7.56852627,110.8745575
3.855175059649385,-7.56852627,110.8745575
4.065034067799916,-7.56852579,110.8745575
3.7626549656840957,-7.56852627,110.8745575
4.038508650894919,-7.56852627,110.8745575
4.572185949428619,-7.56852627,110.8745575
5.291922859506005,-7.56852627,110.8745575
5.162121651229801,-7.56852627,110.8745575
10.398217568759797,-7.56852627,110.8745575
8.089861915906184,-7.56852627,110.8745575
36.21019338431776,-7.56852579,110.8745575
22.57471988407584,-7.56852388,110.8745575
7.3046129168171525,-7.56852341,110.8745575
11.055685254196451,-7.5685215,110.8745575
3.930002893184942,-7.56852007,110.8745575
3.8950754478900915,-7.56851816,110.8745575
4.1810760913792135,-7.56851673,110.8745575
4.282286936538622,-7.5685153,110.8745575
5.30778195751558,-7.56851435,110.87457275
10.97924021784142,-7.56851292,110.87457275
19.272258783493672,-7.56851196,110.87457275
6.017188321613772,-7.56851101,110.87457275
4.1375442689235955,-7.56851101,110.87457275
4.915101696984833,-7.56851101,110.87457275
4.851708037378051,-7.56851101,110.87457275
4.676639419023584,-7.56851101,110.87457275
3.34669194910437,-7.56851196,110.87457275
3.7166138781232014,-7.56851292,110.87457275
3.2099057802897653,-7.56851339,110.87457275
3.7262163063018647,-7.56851435,110.87457275
4.466152297050099,-7.56851435,110.87457275
5.067503148482016,-7.56851339,110.87458801
4.798641975420589,-7.56851339,110.87458801
5.365446012198342,-7.56851435,110.87458801
4.575790096526129,-7.56851339,110.87458801
4.929845728025329,-7.56851435,110.87458801
4.948541410393198,-7.5685153,110.87458801
4.9386363854837025,-7.56851578,110.87458801
3.8908604956255397,-7.5685153,110.87458801
3.8401196572302236,-7.5685153,110.87458801
3.835476326021856,-7.5685153,110.87458801
3.5530931774580123,-7.5685153,110.87458801
3.5232036186322286,-7.56851578,110.87458801
3.46291602886218,-7.56851768,110.87458801
3.630002266866789,-7.56851673,110.87458801
3.611374824082181,-7.56851768,110.87458801
4.262013024039521,-7.56851768,110.87458801
4.319243474416256,-7.56851768,110.87458801
4.687069767853548,-7.56851816,110.87458801
4.90361672603005,-7.56851816,110.87458801
4.145598577844733,-7.56851912,110.87458801
4.439872402682062,-7.56851912,110.87458801
4.2282385972892715,-7.56852007,110.87458801
4.072520935131025,-7.56852007,110.87458801
3.6688070512834914,-7.56852007,110.87458801
3.393222405809792,-7.56851912,110.87458801
3.6326771320999454,-7.56851912,110.87458801
3.4529221653328386,-7.56851816,110.87458801
3.348174070520014,-7.56851816,110.87458801
3.3100726838973076,-7.56851768,110.87458801
3.427757991126322,-7.56851768,110.87458801
3.596435196365954,-7.56851673,110.87458801
3.807582475751058,-7.5685153,110.87458801
3.659759546451264,-7.56851339,110.87458801
3.809873920319006,-7.56851292,110.87458801
3.8967170890416343,-7.56851101,110.87458801
3.8216300626447675,-7.56850958,110.87458801
3.5012600341570232,-7.56850815,110.87457275
3.8142112547684275,-7.56850576,110.87457275
3.2812417929418656,-7.56850386,110.87457275
3.849589244707427,-7.56850147,110.87457275
3.8216137655741944,-7.56849861,110.87457275
3.9661509170731493,-7.56849623,110.87457275
3.9522971739191295,-7.56849289,110.87457275
3.668640379696044,-7.56848955,110.87457275
3.2438319472482693,-7.56848717,110.87457275
3.2819292584388653,-7.56848574,110.87457275
3.6790880286555394,-7.56848383,110.87457275
3.9292045625217127,-7.56848145,110.87457275
3.9612685938926426,-7.56848001,110.87457275
3.9657210025540506,-7.56847906,110.87457275
3.8132815447626083,-7.56847763,110.87457275
3.5707259496470334,-7.5684762,110.87457275
3.2509438480557717,-7.56847429,110.87457275
3.764954428960225,-7.56847382,110.87457275
